Start Time,End Time,Duration,Number of Entries,Hour of Day,Weekend,Tailgating Detected,Human Feedback,Generation Logic,Human Explanation,Outlier Flag
2025-05-12 15:17:00,2025-05-12 15:17:18,18.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-12 15:46:00,2025-05-12 15:46:47,47.0,1,15,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 15:53:00,2025-05-12 15:53:09,9.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 15:57:00,2025-05-12 15:57:06,6.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 16:02:00,2025-05-12 16:02:08,8.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 16:31:00,2025-05-12 16:31:17,17.0,1,16,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-12 16:33:00,2025-05-12 16:33:57,57.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 16:48:00,2025-05-12 16:48:09,9.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 17:04:00,2025-05-12 17:04:07,7.0,1,17,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-12 17:05:00,2025-05-12 17:05:08,8.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 17:18:00,2025-05-12 17:18:17,17.0,1,17,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-12 17:27:00,2025-05-12 17:27:51,51.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 17:36:00,2025-05-12 17:36:28,28.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 17:57:00,2025-05-12 17:57:24,24.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 20:20:00,2025-05-12 20:20:05,5.0,1,20,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 21:38:00,2025-05-12 21:38:05,5.0,1,21,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 09:05:00,2025-05-13 09:05:07,7.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 09:15:00,2025-05-13 09:15:19,19.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-13 09:26:00,2025-05-13 09:26:55,55.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-13 10:10:00,2025-05-13 10:10:16,16.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-13 11:00:00,2025-05-13 11:00:18,18.0,1,11,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-13 11:03:00,,,186,11,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-13 11:11:00,2025-05-13 11:11:09,9.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 11:45:00,2025-05-13 11:45:19,19.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-13 12:17:00,2025-05-13 12:17:17,17.0,1,12,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-13 12:55:00,2025-05-13 12:55:09,9.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 14:29:00,,,186,14,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-13 14:51:00,2025-05-13 14:51:19,19.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-13 15:14:00,,,186,15,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-13 15:48:00,2025-05-13 15:48:08,8.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 16:03:00,2025-05-13 16:03:04,4.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 16:35:00,2025-05-13 16:35:04,4.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 16:43:00,2025-05-13 16:43:08,8.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-13 16:51:00,2025-05-13 16:51:18,18.0,1,16,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-13 20:44:00,2025-05-13 20:44:19,19.0,1,20,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-13 22:34:00,,,185,22,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-14 02:48:00,2025-05-14 02:48:10,10.0,1,2,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 09:15:00,2025-05-14 09:15:07,7.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 09:52:00,2025-05-14 09:52:17,17.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-14 10:16:00,2025-05-14 10:16:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 10:17:00,2025-05-14 10:17:08,8.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 10:28:00,2025-05-14 10:28:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 10:43:00,2025-05-14 10:43:55,55.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-14 12:24:00,2025-05-14 12:24:05,5.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 12:48:00,2025-05-14 12:48:29,29.0,1,12,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-14 12:51:00,2025-05-14 12:51:06,6.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 13:24:00,2025-05-14 13:24:12,12.0,1,13,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-14 14:09:00,2025-05-14 14:09:15,15.0,1,14,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-14 15:34:00,2025-05-14 15:34:06,6.0,1,15,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-14 15:38:00,2025-05-14 15:38:05,5.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-14 15:45:00,2025-05-14 15:45:08,8.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 04:05:00,2025-05-15 04:05:17,17.0,1,4,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-15 09:01:00,2025-05-15 09:01:17,17.0,1,9,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-15 09:03:00,2025-05-15 09:03:17,17.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-15 09:15:00,2025-05-15 09:15:05,5.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 10:17:00,2025-05-15 10:17:08,8.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 11:39:00,2025-05-15 11:39:09,9.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 13:09:00,2025-05-15 13:09:03,3.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 13:26:00,2025-05-15 13:26:10,10.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 14:01:00,2025-05-15 14:01:03,3.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 14:49:00,2025-05-15 14:49:03,3.0,2,14,0,1,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 14:49:00,2025-05-15 14:49:17,17.0,2,14,0,1,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 15:25:00,2025-05-15 15:25:39,39.0,1,15,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-15 15:34:00,2025-05-15 15:35:00,60.0,1,15,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-15 16:37:00,2025-05-15 16:37:19,19.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-15 16:57:00,2025-05-15 16:57:20,20.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-15 17:34:00,2025-05-15 17:34:03,3.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-15 17:55:00,2025-05-15 17:55:04,4.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 00:15:00,2025-05-16 00:15:15,15.0,1,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-16 06:51:00,2025-05-16 06:51:05,5.0,1,6,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 09:30:00,2025-05-16 09:30:05,5.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 09:56:00,2025-05-16 09:56:18,18.0,1,9,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-16 10:43:00,2025-05-16 10:43:17,17.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-16 11:10:00,2025-05-16 11:10:17,17.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-16 11:23:00,2025-05-16 11:23:05,5.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 11:34:00,2025-05-16 11:34:05,5.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 12:41:00,2025-05-16 12:41:58,58.0,1,12,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-16 13:22:00,2025-05-16 13:22:07,7.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 13:44:00,2025-05-16 13:44:20,20.0,1,13,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-16 14:57:00,2025-05-16 14:57:05,5.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-16 16:26:00,2025-05-16 16:26:27,27.0,1,16,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-16 16:37:00,2025-05-16 16:37:15,15.0,1,16,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-16 17:47:00,2025-05-16 17:47:03,3.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-17 08:12:00,2025-05-17 08:12:25,25.0,1,8,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-17 14:55:00,,,184,14,1,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-17 15:52:00,2025-05-17 15:52:24,24.0,1,15,1,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-17 17:32:00,2025-05-17 17:32:29,29.0,1,17,1,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-17 17:34:00,2025-05-17 17:34:03,3.0,1,17,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-17 17:49:00,2025-05-17 17:49:18,18.0,1,17,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-18 14:57:00,2025-05-18 14:57:08,8.0,1,14,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-18 21:41:00,2025-05-18 21:41:09,9.0,1,21,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 02:35:00,2025-05-19 02:35:07,7.0,1,2,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 05:37:00,2025-05-19 05:37:18,18.0,1,5,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 06:44:00,2025-05-19 06:44:06,6.0,1,6,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 07:41:00,2025-05-19 07:41:19,19.0,1,7,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 09:31:00,2025-05-19 09:31:16,16.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 10:06:00,2025-05-19 10:06:49,49.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 10:19:00,2025-05-19 10:19:20,20.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 10:21:00,2025-05-19 10:21:15,15.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-19 10:41:00,2025-05-19 10:41:07,7.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 10:48:00,2025-05-19 10:48:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 11:07:00,2025-05-19 11:07:03,3.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 11:10:00,2025-05-19 11:10:20,20.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 11:20:00,2025-05-19 11:20:16,16.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 12:11:00,2025-05-19 12:11:09,9.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 12:19:00,2025-05-19 12:19:03,3.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 12:42:00,2025-05-19 12:42:17,17.0,1,12,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-19 12:53:00,,,181,12,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-19 13:08:00,2025-05-19 13:08:15,15.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 13:09:00,,,180,13,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-19 13:17:00,2025-05-19 13:17:08,8.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 13:19:00,2025-05-19 13:19:13,13.0,1,13,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-19 13:20:00,2025-05-19 13:20:04,4.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 13:23:00,2025-05-19 13:23:15,15.0,1,13,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-19 13:30:00,2025-05-19 13:30:51,51.0,1,13,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 13:37:00,2025-05-19 13:37:39,39.0,1,13,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 13:42:00,2025-05-19 13:42:17,17.0,1,13,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-19 13:46:00,2025-05-19 13:46:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 14:07:00,2025-05-19 14:07:07,7.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 14:33:00,2025-05-19 14:33:06,6.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 14:47:00,2025-05-19 14:47:04,4.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 14:58:00,2025-05-19 14:58:14,14.0,1,14,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-19 15:05:00,2025-05-19 15:05:17,17.0,2,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 15:05:00,2025-05-19 15:05:19,19.0,2,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-19 15:08:00,2025-05-19 15:08:18,18.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-19 15:34:00,2025-05-19 15:34:04,4.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 15:43:00,2025-05-19 15:43:07,7.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 16:07:00,2025-05-19 16:07:10,10.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 16:30:00,2025-05-19 16:30:56,56.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 16:34:00,2025-05-19 16:34:08,8.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 17:02:00,,,179,17,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-19 17:09:00,2025-05-19 17:09:25,25.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-19 17:19:00,2025-05-19 17:19:08,8.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 17:23:00,2025-05-19 17:23:10,10.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 17:24:00,2025-05-19 17:24:08,8.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 17:54:00,2025-05-19 17:54:04,4.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 17:57:00,2025-05-19 17:57:10,10.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-19 22:43:00,2025-05-19 22:43:07,7.0,1,22,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 04:20:00,2025-05-20 04:20:20,20.0,1,4,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-20 09:23:00,2025-05-20 09:23:15,15.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-20 10:44:00,2025-05-20 10:45:19,79.0,2,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-20 10:45:00,,,177,10,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-20 10:57:00,2025-05-20 10:57:20,20.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-20 11:05:00,2025-05-20 11:05:09,9.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 11:28:00,2025-05-20 11:28:04,4.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 11:39:00,2025-05-20 11:39:19,19.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-20 12:03:00,2025-05-20 12:03:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 12:43:00,2025-05-20 12:43:10,10.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 12:45:00,2025-05-20 12:45:06,6.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 13:46:00,2025-05-20 13:46:15,15.0,1,13,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-20 14:11:00,2025-05-20 14:11:03,3.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 14:33:00,2025-05-20 14:33:04,4.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 14:49:00,2025-05-20 14:49:19,19.0,1,14,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-20 16:30:00,2025-05-20 16:30:09,9.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 16:42:00,2025-05-20 16:42:19,19.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-20 17:02:00,2025-05-20 17:02:51,51.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-20 17:12:00,2025-05-20 17:12:17,17.0,1,17,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-20 17:36:00,2025-05-20 17:36:10,10.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-20 21:52:00,2025-05-20 21:52:15,15.0,1,21,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 00:07:00,2025-05-21 00:07:15,15.0,1,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 05:44:00,2025-05-21 05:44:18,18.0,1,5,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 08:14:00,2025-05-21 08:14:06,6.0,1,8,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 09:02:00,2025-05-21 09:02:10,10.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 09:56:00,,,170,9,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-21 10:34:00,2025-05-21 10:34:03,3.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 10:37:00,2025-05-21 10:37:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 10:58:00,2025-05-21 10:58:15,15.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-21 11:20:00,2025-05-21 11:20:06,6.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 13:12:00,2025-05-21 13:12:03,3.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 13:20:00,2025-05-21 13:20:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 13:59:00,2025-05-21 13:59:19,19.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 14:05:00,2025-05-21 14:05:17,17.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 14:51:00,2025-05-21 14:51:15,15.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-21 15:03:00,2025-05-21 15:03:20,20.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-21 15:22:00,2025-05-21 15:22:10,10.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 15:25:00,2025-05-21 15:25:18,18.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-21 17:41:00,2025-05-21 17:41:05,5.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-21 22:16:00,2025-05-21 22:16:19,19.0,1,22,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-22 00:23:00,2025-05-22 00:23:08,8.0,1,0,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 01:31:00,2025-05-22 01:31:09,9.0,1,1,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 04:41:00,2025-05-22 04:41:03,3.0,1,4,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 09:15:00,2025-05-22 09:15:17,17.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-22 09:21:00,2025-05-22 09:21:54,54.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-22 09:22:00,2025-05-22 09:22:09,9.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 09:33:00,2025-05-22 09:33:05,5.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 09:34:00,2025-05-22 09:34:10,10.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 12:49:00,2025-05-22 12:49:16,16.0,1,12,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-22 13:27:00,2025-05-22 13:27:18,18.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-22 14:08:00,2025-05-22 14:08:07,7.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 14:29:00,2025-05-22 14:29:20,20.0,1,14,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-22 15:06:00,2025-05-22 15:06:20,20.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-22 15:43:00,2025-05-22 15:43:29,29.0,1,15,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-22 17:11:00,2025-05-22 17:11:07,7.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 17:48:00,2025-05-22 17:48:06,6.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-22 23:43:00,2025-05-22 23:43:06,6.0,1,23,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 09:43:00,2025-05-23 09:43:08,8.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 09:55:00,2025-05-23 09:55:20,20.0,1,9,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-23 10:26:00,2025-05-23 10:26:05,5.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 11:29:00,2025-05-23 11:29:20,20.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-23 11:45:00,2025-05-23 11:45:20,20.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-23 12:38:00,2025-05-23 12:38:29,29.0,1,12,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-23 12:40:00,2025-05-23 12:40:05,5.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 12:41:00,2025-05-23 12:41:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 13:21:00,2025-05-23 13:21:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 14:21:00,2025-05-23 14:21:18,18.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-23 14:51:00,2025-05-23 14:51:20,20.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-23 15:51:00,2025-05-23 15:51:07,7.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 15:56:00,2025-05-23 15:56:04,4.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 16:09:00,2025-05-23 16:09:08,8.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 16:26:00,2025-05-23 16:26:20,20.0,1,16,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-23 16:37:00,2025-05-23 16:37:04,4.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 16:41:00,2025-05-23 16:41:06,6.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 17:05:00,2025-05-23 17:05:10,10.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 17:32:00,2025-05-23 17:32:04,4.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-23 20:00:00,2025-05-23 20:00:08,8.0,1,20,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-24 10:00:00,2025-05-24 10:00:09,9.0,1,10,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-24 14:19:00,2025-05-24 14:19:08,8.0,1,14,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-24 16:25:00,2025-05-24 16:25:07,7.0,1,16,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-25 13:21:00,2025-05-25 13:21:19,19.0,1,13,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-25 15:52:00,2025-05-25 15:52:05,5.0,1,15,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-25 16:54:00,2025-05-25 16:54:18,18.0,1,16,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-26 03:23:00,2025-05-26 03:23:03,3.0,1,3,0,0,0,normal,"Single authorized entry, door closed properly.",0
